text,label,language
Help karo Azure me.,1,hi
Why is this happening in Docker,1,en
Help cheyyi React.,1,te
The weather is nice today.,0,en
Help me understand OAuth.,1,en
I watched a movie yesterday.,0,en
Help cheyyi Azure.,1,te
Lunch ho gaya.,0,hi
Weekend ki travel veltha.,0,te
Nenu song vintunna.,0,te
Nenu song vintunna.,0,te
Step by step batao NumPy.,1,hi
Ippudu office lo unna.,0,te
Ivala weather bagundi.,0,te
Coffee tagutunna.,0,te
Lunch ho gaya.,0,hi
I'm reading a book.,0,en
I like learning AWS.,0,en
Weekend pe travel karunga.,0,hi
CSS kaise seekhun,1,hi
Can you give me an example of JavaScript,1,en
Na friend ni kalisanu.,0,te
I'm listening to music.,0,en
I'm listening to music.,0,en
Ye kaise kaam karta hai,1,hi
Naku doubt undi RAG meeda.,1,te
Ivala weather bagundi.,0,te
LLM kaise seekhun,1,hi
Oka example cheppu Python.,1,te
Naku doubt undi AWS meeda.,1,te
Movie chala bagundi.,0,te
Aaj mausam accha hai.,0,hi
Nenu intiki velthunna.,0,te
Idi ela pani chestundi,1,te
Nenu song vintunna.,0,te
Ippudu office lo unna.,0,te
I watched a movie yesterday.,0,en
How do I fix this syntax error in JWT,1,en
Ippudu office lo unna.,0,te
Main music sun raha hu.,0,hi
Repu CSS practice chestha.,0,te
Help cheyyi JavaScript.,1,te
OAuth kaise seekhun,1,hi
Main chai pi raha hu.,0,hi
I didn't understand Pandas.,1,en
How do I learn RAG,1,en
Help me understand Pandas.,1,en
Ivala weather bagundi.,0,te
Oka example cheppu Kubernetes.,1,te
Coffee tagutunna.,0,te
Help karo Linux me.,1,hi
Idi ela pani chestundi,1,te
Ee crash enduku vastundi,1,te
Kal movie dekhi.,0,hi
Ee crash enduku vastundi,1,te
Aaj mausam accha hai.,0,hi
Help karo LLM me.,1,hi
Can you give me an example of Pandas,1,en
Ye bug kaise fix karu,1,hi
Main ghar ja raha hu.,0,hi
Mujhe NumPy samjhao.,1,hi
Ye kaise kaam karta hai,1,hi
I like learning Linux.,0,en
Repu Pandas practice chestha.,0,te
Tomorrow I'll study Git.,0,en
Step by step batao FastAPI.,1,hi
I'm listening to music.,0,en
Ippudu office lo unna.,0,te
Weekend ki travel veltha.,0,te
Today is a busy day.,0,en
Nenu intiki velthunna.,0,te
Coffee tagutunna.,0,te
Can you solve this timeout,1,en
Office ka kaam khatam hua.,0,hi
Nenu intiki velthunna.,0,te
Lunch ho gaya.,0,hi
Kal movie dekhi.,0,hi
I like learning AWS.,0,en
LLM kya hai,1,hi
Azure ante enti,1,te
Ivala weather bagundi.,0,te
Today is a busy day.,0,en
Can you solve this exception,1,en
Networking kaise seekhun,1,hi
Ye kaise kaam karta hai,1,hi
Suggest the best way to learn API.,1,en
Na friend ni kalisanu.,0,te
Can you give me an example of Kubernetes,1,en
Help me understand React.,1,en
Git ela nerchukovali,1,te
I'm reading a book.,0,en
Ee crash enduku vastundi,1,te
JavaScript kaise seekhun,1,hi
Repu SQL practice chestha.,0,te
Today is a busy day.,0,en
I finished my lunch.,0,en
Step by step batao NumPy.,1,hi
Lunch ho gaya.,0,hi
I like learning React.,0,en
Help karo AWS me.,1,hi
Why is this happening in OAuth,1,en
Mujhe AWS me doubt hai.,1,hi
I watched a movie yesterday.,0,en
Office ka kaam khatam hua.,0,hi
Step by step explain cheyyi SQL.,1,te
I'm listening to music.,0,en
Oka example cheppu Pandas.,1,te
Tomorrow I'll study Python.,0,en
I watched a movie yesterday.,0,en
I'm reading a book.,0,en
I'm going to the office.,0,en
Best suggestion do Networking ke liye.,1,hi
Why is this happening in CSS,1,en
Lunch ayipoyindi.,0,te
Movie chala bagundi.,0,te
How do I learn Docker,1,en
FastAPI kya hai,1,hi
Main ghar ja raha hu.,0,hi
Na friend ni kalisanu.,0,te
Ivala weather bagundi.,0,te
Lunch ayipoyindi.,0,te
Lunch ayipoyindi.,0,te
Today is a busy day.,0,en
Suggest the best way to learn LLM.,1,en
The weather is nice today.,0,en
Lunch ayipoyindi.,0,te
Step by step batao Kubernetes.,1,hi
Main ghar ja raha hu.,0,hi
Naku NumPy ardham kaaledu.,1,te
Kal OAuth practice karunga.,0,hi
JavaScript ela nerchukovali,1,te
I finished my lunch.,0,en
I finished my lunch.,0,en
Can you explain SQL,1,en
Can you solve this bug,1,en
Lunch ayipoyindi.,0,te
Naku API ardham kaaledu.,1,te
Ee permission error enduku vastundi,1,te
Nenu intiki velthunna.,0,te
Kubernetes ante enti,1,te
CSS ante enti,1,te
Oka example cheppu FastAPI.,1,te
I didn't understand Networking.,1,en
I like learning CSS.,0,en
Git kya hai,1,hi
Can you explain Pandas,1,en
I didn't understand Linux.,1,en
Tomorrow I'll study Git.,0,en
Ye error kaise fix karu,1,hi
Step by step batao AWS.,1,hi
I like learning NumPy.,0,en
OAuth ela nerchukovali,1,te
How do I fix this timeout in Git,1,en
Aaj mausam accha hai.,0,hi
Ippudu office lo unna.,0,te
I finished my lunch.,0,en
Aaj mausam accha hai.,0,hi
I watched a movie yesterday.,0,en
Ye warning kaise fix karu,1,hi
Nenu intiki velthunna.,0,te
Kal movie dekhi.,0,hi
I didn't understand NumPy.,1,en
Mujhe CSS samjhao.,1,hi
Movie chala bagundi.,0,te
Help karo API me.,1,hi
Can you give me an example of Networking,1,en
I'm going to the office.,0,en
Help karo Docker me.,1,hi
What is Pandas,1,en
Step by step batao Networking.,1,hi
Aaj bahut traffic tha.,0,hi
Weekend pe travel karunga.,0,hi
Main music sun raha hu.,0,hi
Aaj mausam accha hai.,0,hi
Suggest cheyyi best way for Linux.,1,te
Kal movie dekhi.,0,hi
I'm listening to music.,0,en
RAG ante enti,1,te
Step by step explain cheyyi API.,1,te
Step by step batao Pandas.,1,hi
Today is a busy day.,0,en
Ippudu office lo unna.,0,te
Oka example cheppu Git.,1,te
Na friend ni kalisanu.,0,te
Mujhe Python samjhao.,1,hi
Oka example cheppu Git.,1,te
Ivala weather bagundi.,0,te
I like learning Azure.,0,en
Ee problem enduku vastundi,1,te
Ee permission error enduku vastundi,1,te
Can you solve this bug,1,en
Ye kaise kaam karta hai,1,hi
Nenu song vintunna.,0,te
Best suggestion do Networking ke liye.,1,hi
Office ka kaam khatam hua.,0,hi
Coffee tagutunna.,0,te
Python ela nerchukovali,1,te
I didn't understand Linux.,1,en
Nenu intiki velthunna.,0,te
Na friend ni kalisanu.,0,te
Ivala weather bagundi.,0,te
Help me understand JWT.,1,en
Why is this happening in Docker,1,en
Ye problem kaise fix karu,1,hi
How do I fix this permission error in API,1,en
Nenu song vintunna.,0,te
I didn't understand API.,1,en
I'm reading a book.,0,en
Oka example cheppu FastAPI.,1,te
Kal OAuth practice karunga.,0,hi
Step by step batao LLM.,1,hi
Help me understand Networking.,1,en
LLM kaise seekhun,1,hi
I finished my lunch.,0,en
Aaj bahut traffic tha.,0,hi
Kal LLM practice karunga.,0,hi
Networking ante enti,1,te
Naku Azure ardham kaaledu.,1,te
Nenu song vintunna.,0,te
Weekend ki travel veltha.,0,te
What is Pandas,1,en
I'm listening to music.,0,en
Weekend pe travel karunga.,0,hi
Today is a busy day.,0,en
Naku Linux ardham kaaledu.,1,te
API kya hai,1,hi
What is Docker,1,en
Kal movie dekhi.,0,hi
Help cheyyi JavaScript.,1,te
I like learning AWS.,0,en
I completed my work.,0,en
What is OAuth,1,en
Can you explain Python,1,en
Na friend ni kalisanu.,0,te
Nenu song vintunna.,0,te
Help karo JWT me.,1,hi
Pandas ante enti,1,te
Movie chala bagundi.,0,te
Main music sun raha hu.,0,hi
Main chai pi raha hu.,0,hi
Help cheyyi RAG.,1,te
Best suggestion do Azure ke liye.,1,hi
Lunch ho gaya.,0,hi
Can you explain Docker,1,en
Can you solve this warning,1,en
Why is this happening in React,1,en
The weather is nice today.,0,en
I completed my work.,0,en
I watched a movie yesterday.,0,en
I didn't understand API.,1,en
Suggest cheyyi best way for Pandas.,1,te
I finished my lunch.,0,en
Can you solve this warning,1,en
Na friend ni kalisanu.,0,te
Nenu song vintunna.,0,te
Main ghar ja raha hu.,0,hi
Weekend ki travel veltha.,0,te
What is AWS,1,en
CSS kaise seekhun,1,hi
Weekend pe travel karunga.,0,hi
Aaj bahut traffic tha.,0,hi
Ye warning kaise fix karu,1,hi
I watched a movie yesterday.,0,en
Ye error kaise fix karu,1,hi
I'm listening to music.,0,en
I'm going to the office.,0,en
Nenu intiki velthunna.,0,te
Main music sun raha hu.,0,hi
I'm going to the office.,0,en
Naku doubt undi Kubernetes meeda.,1,te
Suggest cheyyi best way for NumPy.,1,te
Main music sun raha hu.,0,hi
Nenu song vintunna.,0,te
Aaj mausam accha hai.,0,hi
Kal API practice karunga.,0,hi
Main chai pi raha hu.,0,hi
Mujhe Pandas me doubt hai.,1,hi
Weekend ki travel veltha.,0,te
Ippudu office lo unna.,0,te
Weekend ki travel veltha.,0,te
Can you explain FastAPI,1,en
Main music sun raha hu.,0,hi
I finished my lunch.,0,en
Best suggestion do Python ke liye.,1,hi
I'm reading a book.,0,en
Main music sun raha hu.,0,hi
Can you solve this problem,1,en
Main chai pi raha hu.,0,hi
Weekend pe travel karunga.,0,hi
Step by step batao Docker.,1,hi
I'm going to the office.,0,en
How do I learn Kubernetes,1,en
I completed my work.,0,en
Nenu intiki velthunna.,0,te
Weekend pe travel karunga.,0,hi
Can you solve this syntax error,1,en
Aaj bahut traffic tha.,0,hi
Help karo OAuth me.,1,hi
I didn't understand Git.,1,en
Naku JWT ardham kaaledu.,1,te
NumPy kya hai,1,hi
How do I fix this problem in Pandas,1,en
Na friend ni kalisanu.,0,te
Weekend pe travel karunga.,0,hi
Mujhe Linux me doubt hai.,1,hi
Best suggestion do FastAPI ke liye.,1,hi
Coffee tagutunna.,0,te
I didn't understand Networking.,1,en
Oka example cheppu Azure.,1,te
I'm listening to music.,0,en
Repu FastAPI practice chestha.,0,te
Can you explain Linux,1,en
SQL ela nerchukovali,1,te
Ye exception kaise fix karu,1,hi
Nenu intiki velthunna.,0,te
Ippudu office lo unna.,0,te
Office ka kaam khatam hua.,0,hi
Ye timeout kaise fix karu,1,hi
Suggest the best way to learn LLM.,1,en
I'm reading a book.,0,en
OAuth ela nerchukovali,1,te
Naku doubt undi React meeda.,1,te
Help cheyyi Python.,1,te
Ye crash kaise fix karu,1,hi
Nenu song vintunna.,0,te
How do I fix this permission error in NumPy,1,en
Today is a busy day.,0,en
Best suggestion do Python ke liye.,1,hi
Can you explain Python,1,en
Docker ante enti,1,te
Kal movie dekhi.,0,hi
Ippudu office lo unna.,0,te
Step by step batao NumPy.,1,hi
Main ghar ja raha hu.,0,hi
Lunch ayipoyindi.,0,te
Azure ka example do.,1,hi
Oka example cheppu OAuth.,1,te
Coffee tagutunna.,0,te
Can you give me an example of Linux,1,en
Can you give me an example of OAuth,1,en
Help karo NumPy me.,1,hi
I didn't understand JavaScript.,1,en
Main ghar ja raha hu.,0,hi
Python ka example do.,1,hi
Can you explain React,1,en
Main ghar ja raha hu.,0,hi
Step by step batao Linux.,1,hi
Nenu song vintunna.,0,te
Help me understand NumPy.,1,en
Nenu song vintunna.,0,te
Main ghar ja raha hu.,0,hi
I'm reading a book.,0,en
Help karo Azure me.,1,hi
I like learning Kubernetes.,0,en
Today is a busy day.,0,en
Azure kya hai,1,hi
Best suggestion do Python ke liye.,1,hi
Naku FastAPI ardham kaaledu.,1,te
Can you give me an example of AWS,1,en
Idi ela pani chestundi,1,te
Tomorrow I'll study Linux.,0,en
Ivala weather bagundi.,0,te
The weather is nice today.,0,en
Step by step batao React.,1,hi
What is FastAPI,1,en
Repu SQL practice chestha.,0,te
Main ghar ja raha hu.,0,hi
Nenu song vintunna.,0,te
Mujhe Kubernetes samjhao.,1,hi
Can you give me an example of SQL,1,en
Idi ela pani chestundi,1,te
Docker kya hai,1,hi
Suggest cheyyi best way for Pandas.,1,te
Ee permission error enduku vastundi,1,te
The weather is nice today.,0,en
Main ghar ja raha hu.,0,hi
Weekend ki travel veltha.,0,te
Main chai pi raha hu.,0,hi
Weekend pe travel karunga.,0,hi
Repu Azure practice chestha.,0,te
I'm going to the office.,0,en
I'm going to the office.,0,en
Suggest cheyyi best way for API.,1,te
I finished my lunch.,0,en
Mujhe Linux samjhao.,1,hi
Suggest cheyyi best way for LLM.,1,te
Ivala weather bagundi.,0,te
Suggest cheyyi best way for CSS.,1,te
I'm going to the office.,0,en
Suggest the best way to learn OAuth.,1,en
Lunch ayipoyindi.,0,te
Mujhe API samjhao.,1,hi
Can you explain Python,1,en
I watched a movie yesterday.,0,en
Naku Networking ardham kaaledu.,1,te
Git ela nerchukovali,1,te
Today is a busy day.,0,en
Can you explain Python,1,en
Movie chala bagundi.,0,te
AWS kaise seekhun,1,hi
Na friend ni kalisanu.,0,te
Suggest the best way to learn Linux.,1,en
I'm going to the office.,0,en
Suggest the best way to learn Git.,1,en
SQL ka example do.,1,hi
I watched a movie yesterday.,0,en
Can you solve this warning,1,en
Can you explain React,1,en
I'm listening to music.,0,en
I'm listening to music.,0,en
Best suggestion do Kubernetes ke liye.,1,hi
I'm reading a book.,0,en
Tomorrow I'll study Kubernetes.,0,en
I'm listening to music.,0,en
Office ka kaam khatam hua.,0,hi
Kubernetes ka example do.,1,hi
Aaj bahut traffic tha.,0,hi
Weekend pe travel karunga.,0,hi
Nenu song vintunna.,0,te
What is OAuth,1,en
The weather is nice today.,0,en
I didn't understand JavaScript.,1,en
Oka example cheppu CSS.,1,te
I didn't understand NumPy.,1,en
Na friend ni kalisanu.,0,te
Today is a busy day.,0,en
Aaj bahut traffic tha.,0,hi
Help cheyyi LLM.,1,te
I'm going to the office.,0,en
Idi ela pani chestundi,1,te
Azure kaise seekhun,1,hi
Naku doubt undi NumPy meeda.,1,te
Step by step batao JavaScript.,1,hi
RAG ka example do.,1,hi
Oka example cheppu RAG.,1,te
Step by step explain cheyyi Kubernetes.,1,te
Weekend pe travel karunga.,0,hi
Best suggestion do Pandas ke liye.,1,hi
Step by step explain cheyyi Kubernetes.,1,te
I'm going to the office.,0,en
Office ka kaam khatam hua.,0,hi
Weekend ki travel veltha.,0,te
Weekend pe travel karunga.,0,hi
Weekend pe travel karunga.,0,hi
Ivala weather bagundi.,0,te
Main ghar ja raha hu.,0,hi
Nenu intiki velthunna.,0,te
Mujhe Networking me doubt hai.,1,hi
Na friend ni kalisanu.,0,te
How do I fix this syntax error in RAG,1,en
I like learning CSS.,0,en
The weather is nice today.,0,en
How do I fix this warning in API,1,en
Coffee tagutunna.,0,te
Mujhe React samjhao.,1,hi
Today is a busy day.,0,en
Aaj mausam accha hai.,0,hi
Movie chala bagundi.,0,te
Azure ela nerchukovali,1,te
Why is this happening in NumPy,1,en
Naku doubt undi FastAPI meeda.,1,te
Azure ka example do.,1,hi
Kal movie dekhi.,0,hi
Suggest the best way to learn SQL.,1,en
Aaj mausam accha hai.,0,hi
Lunch ayipoyindi.,0,te
Mujhe Networking me doubt hai.,1,hi
Step by step batao CSS.,1,hi
Ee permission error enduku vastundi,1,te
Ivala weather bagundi.,0,te
Naku doubt undi Linux meeda.,1,te
Aaj bahut traffic tha.,0,hi
Step by step explain cheyyi JWT.,1,te
Tomorrow I'll study JavaScript.,0,en
How do I fix this error in JWT,1,en
I finished my lunch.,0,en
Kal React practice karunga.,0,hi
Help karo React me.,1,hi
I'm reading a book.,0,en
Repu LLM practice chestha.,0,te
Main ghar ja raha hu.,0,hi
Weekend pe travel karunga.,0,hi
AWS kya hai,1,hi
Movie chala bagundi.,0,te
Docker kya hai,1,hi
Step by step batao AWS.,1,hi
How do I learn FastAPI,1,en
I completed my work.,0,en
Na friend ni kalisanu.,0,te
Naku SQL ardham kaaledu.,1,te
Main music sun raha hu.,0,hi
Naku Pandas ardham kaaledu.,1,te
I finished my lunch.,0,en
Ee exception enduku vastundi,1,te
Ivala weather bagundi.,0,te
I watched a movie yesterday.,0,en
I'm listening to music.,0,en
OAuth kaise seekhun,1,hi
Step by step explain cheyyi React.,1,te
Lunch ho gaya.,0,hi
I didn't understand Azure.,1,en
Help cheyyi Networking.,1,te
Nenu intiki velthunna.,0,te
The weather is nice today.,0,en
FastAPI ela nerchukovali,1,te
Linux kya hai,1,hi
Idi ela pani chestundi,1,te
Repu JWT practice chestha.,0,te
Help cheyyi JavaScript.,1,te
Aaj bahut traffic tha.,0,hi
NumPy kaise seekhun,1,hi
Help cheyyi Linux.,1,te
Step by step batao FastAPI.,1,hi
Mujhe Linux samjhao.,1,hi
Git kaise seekhun,1,hi
Help cheyyi FastAPI.,1,te
Mujhe Git me doubt hai.,1,hi
Ippudu office lo unna.,0,te
How do I learn Python,1,en
Kal API practice karunga.,0,hi
JavaScript kya hai,1,hi
Suggest the best way to learn API.,1,en
Aaj bahut traffic tha.,0,hi
Aaj mausam accha hai.,0,hi
Ivala weather bagundi.,0,te
What is Docker,1,en
Main ghar ja raha hu.,0,hi
Aaj bahut traffic tha.,0,hi
The weather is nice today.,0,en
SQL ela nerchukovali,1,te
Tomorrow I'll study Pandas.,0,en
Ivala weather bagundi.,0,te
Kal Kubernetes practice karunga.,0,hi
I'm going to the office.,0,en
Aaj mausam accha hai.,0,hi
Lunch ho gaya.,0,hi
Help karo Linux me.,1,hi
Today is a busy day.,0,en
Kal Docker practice karunga.,0,hi
I watched a movie yesterday.,0,en
I completed my work.,0,en
Help me understand NumPy.,1,en
Ee crash enduku vastundi,1,te
Main music sun raha hu.,0,hi
Main ghar ja raha hu.,0,hi
Main music sun raha hu.,0,hi
Ee error enduku vastundi,1,te
Ippudu office lo unna.,0,te
The weather is nice today.,0,en
Step by step batao RAG.,1,hi
I finished my lunch.,0,en
Kal movie dekhi.,0,hi
I'm listening to music.,0,en
Main music sun raha hu.,0,hi
Ee issue enduku vastundi,1,te
I completed my work.,0,en
Mujhe Azure me doubt hai.,1,hi
Coffee tagutunna.,0,te
RAG ela nerchukovali,1,te
Ye bug kaise fix karu,1,hi
I watched a movie yesterday.,0,en
Naku doubt undi FastAPI meeda.,1,te
Docker ka example do.,1,hi
Ye kaise kaam karta hai,1,hi
Suggest cheyyi best way for JWT.,1,te
Help karo RAG me.,1,hi
Azure kaise seekhun,1,hi
Mujhe OAuth me doubt hai.,1,hi
Ivala weather bagundi.,0,te
I didn't understand NumPy.,1,en
Idi ela pani chestundi,1,te
RAG kya hai,1,hi
FastAPI ka example do.,1,hi
I completed my work.,0,en
Why is this happening in Azure,1,en
Mujhe Azure samjhao.,1,hi
I'm listening to music.,0,en
Na friend ni kalisanu.,0,te
Weekend pe travel karunga.,0,hi
Coffee tagutunna.,0,te
Main chai pi raha hu.,0,hi
Step by step explain cheyyi CSS.,1,te
Step by step explain cheyyi FastAPI.,1,te
Mujhe Docker samjhao.,1,hi
Nenu intiki velthunna.,0,te
I'm going to the office.,0,en
RAG kaise seekhun,1,hi
Main chai pi raha hu.,0,hi
Tomorrow I'll study AWS.,0,en
Office ka kaam khatam hua.,0,hi
Can you give me an example of Pandas,1,en
Weekend pe travel karunga.,0,hi
Aaj bahut traffic tha.,0,hi
Ippudu office lo unna.,0,te
Aaj mausam accha hai.,0,hi
JWT ka example do.,1,hi
Help cheyyi Pandas.,1,te
Lunch ayipoyindi.,0,te
Help me understand Docker.,1,en
Repu LLM practice chestha.,0,te
Kal movie dekhi.,0,hi
I'm reading a book.,0,en
Lunch ho gaya.,0,hi
Can you explain API,1,en
Coffee tagutunna.,0,te
Nenu intiki velthunna.,0,te
I watched a movie yesterday.,0,en
Today is a busy day.,0,en
Naku doubt undi Linux meeda.,1,te
Lunch ayipoyindi.,0,te
Can you explain Git,1,en
Ee bug enduku vastundi,1,te
Ippudu office lo unna.,0,te
Ye exception kaise fix karu,1,hi
I completed my work.,0,en
JavaScript kya hai,1,hi
I finished my lunch.,0,en
Can you explain OAuth,1,en
Aaj bahut traffic tha.,0,hi
Naku doubt undi CSS meeda.,1,te
Lunch ayipoyindi.,0,te
How do I fix this permission error in Git,1,en
Ivala weather bagundi.,0,te
Weekend ki travel veltha.,0,te
Ee timeout enduku vastundi,1,te
Main music sun raha hu.,0,hi
Suggest the best way to learn React.,1,en
I'm listening to music.,0,en
Oka example cheppu OAuth.,1,te
Naku doubt undi Pandas meeda.,1,te
Best suggestion do AWS ke liye.,1,hi
I completed my work.,0,en
Weekend pe travel karunga.,0,hi
Ee bug enduku vastundi,1,te
The weather is nice today.,0,en
How do I learn API,1,en
Main ghar ja raha hu.,0,hi
Na friend ni kalisanu.,0,te
Can you give me an example of Kubernetes,1,en
Weekend ki travel veltha.,0,te
I'm going to the office.,0,en
Mujhe RAG me doubt hai.,1,hi
I'm reading a book.,0,en
Naku Pandas ardham kaaledu.,1,te
Today is a busy day.,0,en
Weekend pe travel karunga.,0,hi
Can you solve this issue,1,en
Step by step explain cheyyi API.,1,te
Main ghar ja raha hu.,0,hi
Weekend ki travel veltha.,0,te
Linux ante enti,1,te
Weekend ki travel veltha.,0,te
How do I learn AWS,1,en
Naku Python ardham kaaledu.,1,te
Help cheyyi Linux.,1,te
Help cheyyi NumPy.,1,te
Aaj mausam accha hai.,0,hi
Help me understand NumPy.,1,en
Nenu intiki velthunna.,0,te
Repu Kubernetes practice chestha.,0,te
Git kya hai,1,hi
Step by step explain cheyyi JavaScript.,1,te
Main chai pi raha hu.,0,hi
I didn't understand Linux.,1,en
AWS kya hai,1,hi
Coffee tagutunna.,0,te
Aaj bahut traffic tha.,0,hi
RAG ela nerchukovali,1,te
Kal RAG practice karunga.,0,hi
Main chai pi raha hu.,0,hi
I'm listening to music.,0,en
Nenu intiki velthunna.,0,te
I'm going to the office.,0,en
Ye kaise kaam karta hai,1,hi
Suggest cheyyi best way for JavaScript.,1,te
